Diagnostic Test Type ,Surveillance Year,Week ending Code ,Week ending Date,HHS region ,RSV Detections,RSV Tests,Outlier
PCR,1718,1824,16-Jun-18,10,2,308,0
PCR,1718,1825,23-Jun-18,10,1,299,0
PCR,1718,1826,30-Jun-18,10,1,288,0
PCR,1718,1727,8-Jul-17,2,7,460,0
PCR,1718,1728,15-Jul-17,2,3,432,0
PCR,1718,1729,22-Jul-17,2,5,396,0
PCR,1718,1730,29-Jul-17,2,5,426,0
PCR,1718,1731,5-Aug-17,2,4,362,0
PCR,1718,1732,12-Aug-17,2,3,410,0
PCR,1718,1733,19-Aug-17,2,4,405,0
PCR,1718,1734,26-Aug-17,2,6,378,0
PCR,1718,1735,2-Sep-17,2,5,392,0
PCR,1718,1736,9-Sep-17,2,4,440,0
PCR,1718,1737,16-Sep-17,2,4,556,0
PCR,1718,1738,23-Sep-17,2,7,563,0
PCR,1718,1739,30-Sep-17,2,7,624,0
PCR,1718,1740,7-Oct-17,2,8,663,0
PCR,1718,1741,14-Oct-17,2,16,633,0
PCR,1718,1742,21-Oct-17,2,15,633,0
PCR,1718,1743,28-Oct-17,2,27,706,0
PCR,1718,1744,4-Nov-17,2,39,718,0
PCR,1718,1745,11-Nov-17,2,54,809,0
PCR,1718,1746,18-Nov-17,2,80,868,0
PCR,1718,1747,25-Nov-17,2,86,756,0
PCR,1718,1748,2-Dec-17,2,150,1045,0
PCR,1718,1749,9-Dec-17,2,183,1101,0
PCR,1718,1750,16-Dec-17,2,203,1179,0
PCR,1718,1751,23-Dec-17,2,224,1304,0
PCR,1718,1752,30-Dec-17,2,242,1498,0
PCR,1718,1801,6-Jan-18,2,308,1723,0
PCR,1718,1802,13-Jan-18,2,229,1923,0
PCR,1718,1803,20-Jan-18,2,209,1854,0
PCR,1718,1804,27-Jan-18,2,222,2359,0
PCR,1718,1805,3-Feb-18,2,194,2495,0
PCR,1718,1806,10-Feb-18,2,144,2700,0
PCR,1718,1807,17-Feb-18,2,130,2768,0
PCR,1718,1808,24-Feb-18,2,95,2115,0
PCR,1718,1809,3-Mar-18,2,64,1409,0
PCR,1718,1810,10-Mar-18,2,76,1214,0
PCR,1718,1811,17-Mar-18,2,50,1077,0
PCR,1718,1812,24-Mar-18,2,32,1060,0
PCR,1718,1813,31-Mar-18,2,36,1054,0
PCR,1718,1814,7-Apr-18,2,25,1246,0
PCR,1718,1815,14-Apr-18,2,23,1181,0
PCR,1718,1816,21-Apr-18,2,22,1127,0
PCR,1718,1817,28-Apr-18,2,9,986,0
PCR,1718,1818,5-May-18,2,16,933,0
PCR,1718,1819,12-May-18,2,13,783,0
PCR,1718,1820,19-May-18,2,2,767,0
PCR,1718,1821,26-May-18,2,4,674,0
PCR,1718,1822,2-Jun-18,2,4,639,0
PCR,1718,1823,9-Jun-18,2,7,619,0
PCR,1718,1824,16-Jun-18,2,6,579,0
PCR,1718,1825,23-Jun-18,2,3,513,0
PCR,1718,1826,30-Jun-18,2,0,455,0
PCR,1718,1727,8-Jul-17,3,1,306,0
PCR,1718,1728,15-Jul-17,3,0,348,0
PCR,1718,1729,22-Jul-17,3,4,328,0
PCR,1718,1730,29-Jul-17,3,4,324,0
PCR,1718,1731,5-Aug-17,3,10,319,0
PCR,1718,1732,12-Aug-17,3,7,273,0
PCR,1718,1733,19-Aug-17,3,5,336,0
PCR,1718,1734,26-Aug-17,3,2,352,0
PCR,1718,1735,2-Sep-17,3,5,377,0
PCR,1718,1736,9-Sep-17,3,4,383,0
PCR,1718,1737,16-Sep-17,3,8,531,0
PCR,1718,1738,23-Sep-17,3,11,536,0
PCR,1718,1739,30-Sep-17,3,15,614,0
PCR,1718,1740,7-Oct-17,3,18,615,0
PCR,1718,1741,14-Oct-17,3,20,704,0
PCR,1718,1742,21-Oct-17,3,39,740,0
PCR,1718,1743,28-Oct-17,3,59,699,0
PCR,1718,1744,4-Nov-17,3,75,850,0
PCR,1718,1745,11-Nov-17,3,105,871,0
PCR,1718,1746,18-Nov-17,3,113,986,0
PCR,1718,1747,25-Nov-17,3,146,930,0
PCR,1718,1748,2-Dec-17,3,157,979,0
PCR,1718,1749,9-Dec-17,3,168,1031,0
PCR,1718,1750,16-Dec-17,3,189,1180,0
PCR,1718,1751,23-Dec-17,3,216,1363,0
PCR,1718,1752,30-Dec-17,3,267,1580,0
PCR,1718,1801,6-Jan-18,3,267,1766,0
PCR,1718,1802,13-Jan-18,3,262,2065,0
PCR,1718,1803,20-Jan-18,3,257,2499,0
PCR,1718,1804,27-Jan-18,3,256,2978,0
PCR,1718,1805,3-Feb-18,3,212,3540,0
PCR,1718,1806,10-Feb-18,3,200,3582,0
PCR,1718,1807,17-Feb-18,3,183,3188,0
PCR,1718,1808,24-Feb-18,3,169,2406,0
PCR,1718,1809,3-Mar-18,3,150,2149,0
PCR,1718,1810,10-Mar-18,3,107,1684,0
PCR,1718,1811,17-Mar-18,3,76,1658,0
PCR,1718,1812,24-Mar-18,3,53,1306,0
PCR,1718,1813,31-Mar-18,3,66,1433,0
PCR,1718,1814,7-Apr-18,3,40,1264,0
PCR,1718,1815,14-Apr-18,3,27,993,0
PCR,1718,1816,21-Apr-18,3,27,970,0
PCR,1718,1817,28-Apr-18,3,18,899,0
PCR,1718,1818,5-May-18,3,19,750,0
PCR,1718,1819,12-May-18,3,7,600,0
PCR,1718,1820,19-May-18,3,8,565,0
PCR,1718,1821,26-May-18,3,5,498,0
PCR,1718,1822,2-Jun-18,3,4,357,0
PCR,1718,1823,9-Jun-18,3,5,333,0
PCR,1718,1824,16-Jun-18,3,4,325,0
PCR,1718,1825,23-Jun-18,3,1,389,0
PCR,1718,1826,30-Jun-18,3,3,365,0
PCR,1718,1727,8-Jul-17,4,4,620,0
PCR,1718,1728,15-Jul-17,4,9,673,0
PCR,1718,1729,22-Jul-17,4,9,656,0
PCR,1718,1730,29-Jul-17,4,13,625,0
PCR,1718,1731,5-Aug-17,4,9,624,0
PCR,1718,1732,12-Aug-17,4,15,698,0
PCR,1718,1733,19-Aug-17,4,24,841,0
PCR,1718,1734,26-Aug-17,4,23,916,0
PCR,1718,1735,2-Sep-17,4,23,937,0
PCR,1718,1736,9-Sep-17,4,27,931,0
PCR,1718,1737,16-Sep-17,4,25,996,0
PCR,1718,1738,23-Sep-17,4,19,1049,0
PCR,1718,1739,30-Sep-17,4,35,1080,0
PCR,1718,1740,7-Oct-17,4,56,1110,0
PCR,1718,1741,14-Oct-17,4,62,1162,0
PCR,1718,1742,21-Oct-17,4,71,1119,0
PCR,1718,1743,28-Oct-17,4,103,1226,0
PCR,1718,1744,4-Nov-17,4,128,1264,0
PCR,1718,1745,11-Nov-17,4,149,1444,0
PCR,1718,1746,18-Nov-17,4,208,1482,0
PCR,1718,1747,25-Nov-17,4,202,1299,0
PCR,1718,1748,2-Dec-17,4,206,1634,0
PCR,1718,1749,9-Dec-17,4,229,1612,0
PCR,1718,1750,16-Dec-17,4,276,1920,0
PCR,1718,1751,23-Dec-17,4,306,2154,0
PCR,1718,1752,30-Dec-17,4,306,2205,0
PCR,1718,1801,6-Jan-18,4,310,2471,0
PCR,1718,1802,13-Jan-18,4,301,2720,0
PCR,1718,1803,20-Jan-18,4,219,2435,0
PCR,1718,1804,27-Jan-18,4,215,2925,0
PCR,1718,1805,3-Feb-18,4,179,2734,0
PCR,1718,1806,10-Feb-18,4,146,2767,0
PCR,1718,1807,17-Feb-18,4,158,2546,0
PCR,1718,1808,24-Feb-18,4,130,2158,0
PCR,1718,1809,3-Mar-18,4,103,1809,0
PCR,1718,1810,10-Mar-18,4,79,1772,0
PCR,1718,1811,17-Mar-18,4,68,1642,0
PCR,1718,1812,24-Mar-18,4,66,1672,0
PCR,1718,1813,31-Mar-18,4,63,1554,0
PCR,1718,1814,7-Apr-18,4,43,1558,0
PCR,1718,1815,14-Apr-18,4,36,1422,0
PCR,1718,1816,21-Apr-18,4,34,1426,0
PCR,1718,1817,28-Apr-18,4,29,1375,0
PCR,1718,1818,5-May-18,4,29,1305,0
PCR,1718,1819,12-May-18,4,19,1262,0
PCR,1718,1820,19-May-18,4,28,1284,0
PCR,1718,1821,26-May-18,4,17,1198,0
PCR,1718,1822,2-Jun-18,4,20,1099,0
PCR,1718,1823,9-Jun-18,4,15,1089,0
PCR,1718,1824,16-Jun-18,4,22,1053,0
PCR,1718,1825,23-Jun-18,4,20,996,0
PCR,1718,1826,30-Jun-18,4,15,991,0
PCR,1718,1727,8-Jul-17,5,5,1133,0
PCR,1718,1728,15-Jul-17,5,4,1241,0
PCR,1718,1729,22-Jul-17,5,9,1266,0
PCR,1718,1730,29-Jul-17,5,6,1148,0
PCR,1718,1731,5-Aug-17,5,2,1213,0
PCR,1718,1732,12-Aug-17,5,10,1119,0
PCR,1718,1733,19-Aug-17,5,5,1271,0
PCR,1718,1734,26-Aug-17,5,7,1371,0
PCR,1718,1735,2-Sep-17,5,8,1531,0
PCR,1718,1736,9-Sep-17,5,11,1753,0
PCR,1718,1737,16-Sep-17,5,9,2124,0
PCR,1718,1738,23-Sep-17,5,17,2198,0
PCR,1718,1739,30-Sep-17,5,22,2299,0
PCR,1718,1740,7-Oct-17,5,25,2501,0
PCR,1718,1741,14-Oct-17,5,40,2472,0
PCR,1718,1742,21-Oct-17,5,70,2696,0
PCR,1718,1743,28-Oct-17,5,82,2958,0
PCR,1718,1744,4-Nov-17,5,91,2735,0
PCR,1718,1745,11-Nov-17,5,180,3164,0
PCR,1718,1746,18-Nov-17,5,242,3329,0
PCR,1718,1747,25-Nov-17,5,255,2911,0
PCR,1718,1748,2-Dec-17,5,400,3773,0
PCR,1718,1749,9-Dec-17,5,473,4222,0
PCR,1718,1750,16-Dec-17,5,602,4583,0
PCR,1718,1751,23-Dec-17,5,773,5969,0
PCR,1718,1752,30-Dec-17,5,875,7424,0
PCR,1718,1801,6-Jan-18,5,846,8469,0
PCR,1718,1802,13-Jan-18,5,901,9274,0
PCR,1718,1803,20-Jan-18,5,870,9239,0
PCR,1718,1804,27-Jan-18,5,840,9258,0
PCR,1718,1805,3-Feb-18,5,832,9224,0
PCR,1718,1806,10-Feb-18,5,700,9048,0
PCR,1718,1807,17-Feb-18,5,598,8629,0
PCR,1718,1808,24-Feb-18,5,581,8908,0
PCR,1718,1809,3-Mar-18,5,474,6679,0
PCR,1718,1810,10-Mar-18,5,314,5429,0
PCR,1718,1811,17-Mar-18,5,356,5058,0
PCR,1718,1812,24-Mar-18,5,266,5061,0
PCR,1718,1813,31-Mar-18,5,253,4915,0
PCR,1718,1814,7-Apr-18,5,232,4538,0
PCR,1718,1815,14-Apr-18,5,174,4326,0
PCR,1718,1816,21-Apr-18,5,144,3865,0
PCR,1718,1817,28-Apr-18,5,130,3478,0
PCR,1718,1818,5-May-18,5,78,3106,0
PCR,1718,1819,12-May-18,5,70,2581,0
PCR,1718,1820,19-May-18,5,48,2184,0
PCR,1718,1821,26-May-18,5,29,2164,0
PCR,1718,1822,2-Jun-18,5,21,1948,0
PCR,1718,1823,9-Jun-18,5,21,1697,0
PCR,1718,1824,16-Jun-18,5,11,1615,0
PCR,1718,1825,23-Jun-18,5,7,1553,0
PCR,1718,1826,30-Jun-18,5,8,1429,0
PCR,1718,1727,8-Jul-17,6,8,661,0
PCR,1718,1728,15-Jul-17,6,16,810,0
PCR,1718,1729,22-Jul-17,6,15,747,0
PCR,1718,1730,29-Jul-17,6,9,787,0
PCR,1718,1731,5-Aug-17,6,10,706,0
PCR,1718,1732,12-Aug-17,6,5,747,0
PCR,1718,1733,19-Aug-17,6,18,807,0
PCR,1718,1734,26-Aug-17,6,9,843,0
PCR,1718,1735,2-Sep-17,6,18,923,0
PCR,1718,1736,9-Sep-17,6,16,1108,0
PCR,1718,1737,16-Sep-17,6,27,1292,0
PCR,1718,1738,23-Sep-17,6,32,1294,0
PCR,1718,1739,30-Sep-17,6,27,1323,0
PCR,1718,1740,7-Oct-17,6,55,1509,0
PCR,1718,1741,14-Oct-17,6,75,1543,0
PCR,1718,1742,21-Oct-17,6,111,1742,0
PCR,1718,1743,28-Oct-17,6,150,1935,0
PCR,1718,1744,4-Nov-17,6,215,2151,0
PCR,1718,1745,11-Nov-17,6,354,2347,0
PCR,1718,1746,18-Nov-17,6,470,2616,0
PCR,1718,1747,25-Nov-17,6,434,2402,0
PCR,1718,1748,2-Dec-17,6,509,2806,0
PCR,1718,1749,9-Dec-17,6,761,4202,0
PCR,1718,1750,16-Dec-17,6,511,3206,0
PCR,1718,1751,23-Dec-17,6,704,4851,0
PCR,1718,1752,30-Dec-17,6,840,5180,0
PCR,1718,1801,6-Jan-18,6,797,5477,0
PCR,1718,1802,13-Jan-18,6,684,5961,0
PCR,1718,1803,20-Jan-18,6,661,6114,0
PCR,1718,1804,27-Jan-18,6,671,6595,0
PCR,1718,1805,3-Feb-18,6,634,6654,0
PCR,1718,1806,10-Feb-18,6,654,6736,0
PCR,1718,1807,17-Feb-18,6,644,6018,0
PCR,1718,1808,24-Feb-18,6,441,4667,0
PCR,1718,1809,3-Mar-18,6,382,3959,0
PCR,1718,1810,10-Mar-18,6,292,3310,0
PCR,1718,1811,17-Mar-18,6,177,2753,0
PCR,1718,1812,24-Mar-18,6,177,2477,0
PCR,1718,1813,31-Mar-18,6,132,1986,0
PCR,1718,1814,7-Apr-18,6,91,1823,0
PCR,1718,1815,14-Apr-18,6,82,1790,0
PCR,1718,1816,21-Apr-18,6,50,1685,0
PCR,1718,1817,28-Apr-18,6,48,1570,0
PCR,1718,1818,5-May-18,6,28,1448,0
PCR,1718,1819,12-May-18,6,20,1386,0
PCR,1718,1820,19-May-18,6,26,1239,0
PCR,1718,1821,26-May-18,6,11,1221,0
PCR,1718,1822,2-Jun-18,6,10,1133,0
PCR,1718,1823,9-Jun-18,6,18,1081,0
PCR,1718,1824,16-Jun-18,6,10,958,0
PCR,1718,1825,23-Jun-18,6,8,853,0
PCR,1718,1826,30-Jun-18,6,11,822,0
PCR,1718,1727,8-Jul-17,7,1,132,0
PCR,1718,1728,15-Jul-17,7,0,119,0
PCR,1718,1729,22-Jul-17,7,1,117,0
PCR,1718,1730,29-Jul-17,7,0,141,0
PCR,1718,1731,5-Aug-17,7,0,115,0
PCR,1718,1732,12-Aug-17,7,0,133,0
PCR,1718,1733,19-Aug-17,7,0,150,0
PCR,1718,1734,26-Aug-17,7,0,158,0
PCR,1718,1735,2-Sep-17,7,0,186,0
PCR,1718,1736,9-Sep-17,7,0,226,0
PCR,1718,1737,16-Sep-17,7,0,225,0
PCR,1718,1738,23-Sep-17,7,5,241,0
PCR,1718,1739,30-Sep-17,7,4,223,0
PCR,1718,1740,7-Oct-17,7,2,358,0
PCR,1718,1741,14-Oct-17,7,4,368,0
PCR,1718,1742,21-Oct-17,7,1,349,0
PCR,1718,1743,28-Oct-17,7,4,355,0
PCR,1718,1744,4-Nov-17,7,4,408,0
PCR,1718,1745,11-Nov-17,7,4,393,0
PCR,1718,1746,18-Nov-17,7,16,488,0
PCR,1718,1747,25-Nov-17,7,19,396,0
PCR,1718,1748,2-Dec-17,7,21,507,0
PCR,1718,1749,9-Dec-17,7,25,482,0
PCR,1718,1750,16-Dec-17,7,50,605,0
PCR,1718,1751,23-Dec-17,7,71,671,0
PCR,1718,1752,30-Dec-17,7,69,747,0
PCR,1718,1801,6-Jan-18,7,88,881,0
PCR,1718,1802,13-Jan-18,7,104,932,0
PCR,1718,1803,20-Jan-18,7,134,1041,0
PCR,1718,1804,27-Jan-18,7,151,1023,0
PCR,1718,1805,3-Feb-18,7,161,1089,0
PCR,1718,1806,10-Feb-18,7,151,1089,0
PCR,1718,1807,17-Feb-18,7,159,1041,0
PCR,1718,1808,24-Feb-18,7,121,981,0
PCR,1718,1809,3-Mar-18,7,122,974,0
PCR,1718,1810,10-Mar-18,7,101,830,0
PCR,1718,1811,17-Mar-18,7,90,692,0
PCR,1718,1812,24-Mar-18,7,64,631,0
PCR,1718,1813,31-Mar-18,7,53,574,0
PCR,1718,1814,7-Apr-18,7,34,506,0
PCR,1718,1815,14-Apr-18,7,36,495,0
PCR,1718,1816,21-Apr-18,7,31,430,0
PCR,1718,1817,28-Apr-18,7,24,428,0
PCR,1718,1818,5-May-18,7,18,379,0
PCR,1718,1819,12-May-18,7,7,326,0
PCR,1718,1820,19-May-18,7,12,284,0
PCR,1718,1821,26-May-18,7,4,268,0
PCR,1718,1822,2-Jun-18,7,5,261,0
PCR,1718,1823,9-Jun-18,7,5,297,0
PCR,1718,1824,16-Jun-18,7,0,267,0
PCR,1718,1825,23-Jun-18,7,5,225,0
PCR,1718,1826,30-Jun-18,7,3,206,0
PCR,1718,1727,8-Jul-17,8,3,580,0
PCR,1718,1728,15-Jul-17,8,2,557,0
PCR,1718,1729,22-Jul-17,8,1,539,0
PCR,1718,1730,29-Jul-17,8,0,478,0
PCR,1718,1731,5-Aug-17,8,0,506,0
PCR,1718,1732,12-Aug-17,8,0,544,0
PCR,1718,1733,19-Aug-17,8,2,583,0
PCR,1718,1734,26-Aug-17,8,0,613,0
PCR,1718,1735,2-Sep-17,8,2,665,0
PCR,1718,1736,9-Sep-17,8,4,699,0
PCR,1718,1737,16-Sep-17,8,2,718,0
PCR,1718,1738,23-Sep-17,8,1,817,0
PCR,1718,1739,30-Sep-17,8,3,808,0
PCR,1718,1740,7-Oct-17,8,1,889,0
PCR,1718,1741,14-Oct-17,8,3,920,0
PCR,1718,1742,21-Oct-17,8,3,903,0
PCR,1718,1743,28-Oct-17,8,6,928,0
PCR,1718,1744,4-Nov-17,8,10,953,0
PCR,1718,1745,11-Nov-17,8,18,1012,0
PCR,1718,1746,18-Nov-17,8,22,1010,0
PCR,1718,1747,25-Nov-17,8,26,1080,0
PCR,1718,1748,2-Dec-17,8,37,1142,0
PCR,1718,1749,9-Dec-17,8,44,1165,0
PCR,1718,1750,16-Dec-17,8,64,1131,0
PCR,1718,1751,23-Dec-17,8,88,1450,0
PCR,1718,1752,30-Dec-17,8,109,1687,0
PCR,1718,1801,6-Jan-18,8,122,1814,0
PCR,1718,1802,13-Jan-18,8,209,2058,0
PCR,1718,1803,20-Jan-18,8,247,1896,0
PCR,1718,1804,27-Jan-18,8,282,1988,0
PCR,1718,1805,3-Feb-18,8,418,2186,0
PCR,1718,1806,10-Feb-18,8,384,2051,0
PCR,1718,1807,17-Feb-18,8,379,1853,0
PCR,1718,1808,24-Feb-18,8,283,1707,0
PCR,1718,1809,3-Mar-18,8,281,1780,0
PCR,1718,1810,10-Mar-18,8,257,1670,0
PCR,1718,1811,17-Mar-18,8,241,1587,0
PCR,1718,1812,24-Mar-18,8,168,1315,0
PCR,1718,1813,31-Mar-18,8,136,1302,0
PCR,1718,1814,7-Apr-18,8,125,1173,0
PCR,1718,1815,14-Apr-18,8,96,1164,0
PCR,1718,1816,21-Apr-18,8,49,868,0
PCR,1718,1817,28-Apr-18,8,37,818,0
PCR,1718,1818,5-May-18,8,19,797,0
PCR,1718,1819,12-May-18,8,21,762,0
PCR,1718,1820,19-May-18,8,10,687,0
PCR,1718,1821,26-May-18,8,5,694,0
PCR,1718,1822,2-Jun-18,8,9,598,0
PCR,1718,1823,9-Jun-18,8,11,661,0
PCR,1718,1824,16-Jun-18,8,3,607,0
PCR,1718,1825,23-Jun-18,8,3,580,0
PCR,1718,1826,30-Jun-18,8,2,542,0
PCR,1718,1727,8-Jul-17,9,2,541,0
PCR,1718,1728,15-Jul-17,9,3,606,0
PCR,1718,1729,22-Jul-17,9,7,619,0
PCR,1718,1730,29-Jul-17,9,4,538,0
PCR,1718,1731,5-Aug-17,9,4,516,0
PCR,1718,1732,12-Aug-17,9,2,506,0
PCR,1718,1733,19-Aug-17,9,4,563,0
PCR,1718,1734,26-Aug-17,9,2,615,0
PCR,1718,1735,2-Sep-17,9,7,623,0
PCR,1718,1736,9-Sep-17,9,4,634,0
PCR,1718,1737,16-Sep-17,9,13,1242,0
PCR,1718,1738,23-Sep-17,9,11,1411,0
PCR,1718,1739,30-Sep-17,9,14,1539,0
PCR,1718,1740,7-Oct-17,9,10,1740,0
PCR,1718,1741,14-Oct-17,9,21,1881,0
PCR,1718,1742,21-Oct-17,9,24,1953,0
PCR,1718,1743,28-Oct-17,9,22,1986,0
PCR,1718,1744,4-Nov-17,9,32,2060,0
PCR,1718,1745,11-Nov-17,9,52,2177,0
PCR,1718,1746,18-Nov-17,9,62,2318,0
PCR,1718,1747,25-Nov-17,9,94,2044,0
PCR,1718,1748,2-Dec-17,9,135,2539,0
PCR,1718,1749,9-Dec-17,9,189,2568,0
PCR,1718,1750,16-Dec-17,9,236,2944,0
PCR,1718,1751,23-Dec-17,9,362,4140,0
PCR,1718,1752,30-Dec-17,9,483,5488,0
PCR,1718,1801,6-Jan-18,9,587,6607,0
PCR,1718,1802,13-Jan-18,9,629,6302,0
PCR,1718,1803,20-Jan-18,9,715,5370,0
PCR,1718,1804,27-Jan-18,9,913,5652,0
PCR,1718,1805,3-Feb-18,9,920,5776,0
PCR,1718,1806,10-Feb-18,9,995,6037,0
PCR,1718,1807,17-Feb-18,9,881,5395,0
PCR,1718,1808,24-Feb-18,9,703,4566,0
PCR,1718,1809,3-Mar-18,9,554,4721,0
PCR,1718,1810,10-Mar-18,9,451,4404,0
PCR,1718,1811,17-Mar-18,9,379,4125,0
PCR,1718,1812,24-Mar-18,9,324,3303,0
PCR,1718,1813,31-Mar-18,9,207,2837,0
PCR,1718,1814,7-Apr-18,9,177,2521,0
PCR,1718,1815,14-Apr-18,9,95,2045,0
PCR,1718,1816,21-Apr-18,9,63,1482,0
PCR,1718,1817,28-Apr-18,9,42,1629,0
PCR,1718,1818,5-May-18,9,40,1329,0
PCR,1718,1819,12-May-18,9,14,1047,0
PCR,1718,1820,19-May-18,9,10,741,0
PCR,1718,1821,26-May-18,9,4,621,0
PCR,1718,1822,2-Jun-18,9,5,656,0
PCR,1718,1823,9-Jun-18,9,5,650,0
PCR,1718,1824,16-Jun-18,9,6,577,0
PCR,1718,1825,23-Jun-18,9,4,540,0
PCR,1718,1826,30-Jun-18,9,1,429,0
PCR,1819,1827,7-Jul-18,1,1,233,0
PCR,1819,1828,14-Jul-18,1,0,254,0
PCR,1819,1829,21-Jul-18,1,3,241,0
PCR,1819,1830,28-Jul-18,1,0,221,0
PCR,1819,1831,4-Aug-18,1,2,228,0
PCR,1819,1832,11-Aug-18,1,1,240,0
PCR,1819,1833,18-Aug-18,1,1,240,0
PCR,1819,1834,25-Aug-18,1,0,246,0
PCR,1819,1835,1-Sep-18,1,0,207,0
PCR,1819,1836,8-Sep-18,1,2,246,0
PCR,1819,1837,15-Sep-18,1,1,318,0
PCR,1819,1838,22-Sep-18,1,2,381,0
PCR,1819,1839,29-Sep-18,1,5,450,0
PCR,1819,1840,6-Oct-18,1,4,550,0
PCR,1819,1841,13-Oct-18,1,6,588,0
PCR,1819,1842,20-Oct-18,1,13,578,0
PCR,1819,1843,27-Oct-18,1,9,649,0
PCR,1819,1844,3-Nov-18,1,16,665,0
PCR,1819,1845,10-Nov-18,1,29,687,0
PCR,1819,1846,17-Nov-18,1,36,610,0
PCR,1819,1847,24-Nov-18,1,40,627,0
PCR,1819,1848,1-Dec-18,1,55,772,0
PCR,1819,1849,8-Dec-18,1,62,764,0
PCR,1819,1850,15-Dec-18,1,111,903,0
PCR,1819,1851,22-Dec-18,1,161,1091,0
PCR,1819,1852,29-Dec-18,1,213,1238,0
PCR,1819,1901,5-Jan-19,1,241,1436,0
PCR,1819,1902,12-Jan-19,1,202,1358,0
PCR,1819,1903,19-Jan-19,1,182,1441,0
PCR,1819,1904,26-Jan-19,1,159,1407,0
PCR,1819,1905,2-Feb-19,1,178,1559,0
PCR,1819,1906,9-Feb-19,1,145,1487,0
PCR,1819,1907,16-Feb-19,1,157,1538,0
PCR,1819,1908,23-Feb-19,1,147,1548,0
PCR,1819,1909,2-Mar-19,1,120,1297,0
PCR,1819,1910,9-Mar-19,1,95,1294,0
PCR,1819,1911,16-Mar-19,1,93,1313,0
PCR,1819,1912,23-Mar-19,1,72,1260,0
PCR,1819,1913,30-Mar-19,1,80,1155,0
PCR,1819,1914,6-Apr-19,1,37,1088,0
PCR,1819,1915,13-Apr-19,1,42,1091,0
PCR,1819,1916,20-Apr-19,1,28,966,0
PCR,1819,1917,27-Apr-19,1,18,795,0
PCR,1819,1918,4-May-19,1,21,755,0
PCR,1819,1919,11-May-19,1,14,603,0
PCR,1819,1920,18-May-19,1,8,652,0
PCR,1819,1921,25-May-19,1,7,583,0
PCR,1819,1922,1-Jun-19,1,4,523,0
PCR,1819,1923,8-Jun-19,1,2,447,0
PCR,1819,1924,15-Jun-19,1,3,422,0
PCR,1819,1925,22-Jun-19,1,2,373,0
PCR,1819,1926,29-Jun-19,1,2,333,0
PCR,1819,1827,7-Jul-18,10,2,235,0
PCR,1819,1828,14-Jul-18,10,2,252,0
PCR,1819,1829,21-Jul-18,10,1,220,0
PCR,1819,1830,28-Jul-18,10,29,215,0
PCR,1819,1831,4-Aug-18,10,2,160,0
PCR,1819,1832,11-Aug-18,10,4,206,0
PCR,1819,1833,18-Aug-18,10,2,218,0
PCR,1819,1834,25-Aug-18,10,3,240,0
PCR,1819,1835,1-Sep-18,10,3,254,0
PCR,1819,1836,8-Sep-18,10,5,270,0
PCR,1819,1837,15-Sep-18,10,3,371,0
PCR,1819,1838,22-Sep-18,10,9,419,0
PCR,1819,1839,29-Sep-18,10,4,465,0
PCR,1819,1840,6-Oct-18,10,3,804,0
PCR,1819,1841,13-Oct-18,10,13,1110,0
PCR,1819,1842,20-Oct-18,10,11,1153,0
PCR,1819,1843,27-Oct-18,10,11,1182,0
PCR,1819,1844,3-Nov-18,10,16,1200,0
PCR,1819,1845,10-Nov-18,10,21,1270,0
PCR,1819,1846,17-Nov-18,10,28,1279,0
PCR,1819,1847,24-Nov-18,10,42,1356,0
PCR,1819,1848,1-Dec-18,10,75,1544,0
PCR,1819,1849,8-Dec-18,10,72,1481,0
PCR,1819,1850,15-Dec-18,10,131,1717,0
PCR,1819,1851,22-Dec-18,10,206,1809,0
PCR,1819,1852,29-Dec-18,10,255,2216,0
PCR,1819,1901,5-Jan-19,10,289,2447,0
PCR,1819,1902,12-Jan-19,10,277,2568,0
PCR,1819,1903,19-Jan-19,10,298,2367,0
PCR,1819,1904,26-Jan-19,10,349,2600,0
PCR,1819,1905,2-Feb-19,10,422,3228,0
PCR,1819,1906,9-Feb-19,10,410,2900,0
PCR,1819,1907,16-Feb-19,10,303,2929,0
PCR,1819,1908,23-Feb-19,10,262,3053,0
PCR,1819,1909,2-Mar-19,10,237,3168,0
PCR,1819,1910,9-Mar-19,10,195,3438,0
PCR,1819,1911,16-Mar-19,10,270,4151,0
PCR,1819,1912,23-Mar-19,10,217,4086,0
PCR,1819,1913,30-Mar-19,10,193,3405,0
PCR,1819,1914,6-Apr-19,10,129,2582,0
PCR,1819,1915,13-Apr-19,10,99,1993,0
PCR,1819,1916,20-Apr-19,10,66,1730,0
PCR,1819,1917,27-Apr-19,10,64,1511,0
PCR,1819,1918,4-May-19,10,24,1090,0
PCR,1819,1919,11-May-19,10,20,895,0
PCR,1819,1920,18-May-19,10,9,713,0
PCR,1819,1921,25-May-19,10,7,650,0
PCR,1819,1922,1-Jun-19,10,8,615,0
PCR,1819,1923,8-Jun-19,10,5,349,0
PCR,1819,1924,15-Jun-19,10,1,411,0
PCR,1819,1925,22-Jun-19,10,3,358,0
PCR,1819,1926,29-Jun-19,10,2,374,0
PCR,1819,1827,7-Jul-18,2,4,443,0
PCR,1819,1828,14-Jul-18,2,2,487,0
PCR,1819,1829,21-Jul-18,2,1,480,0
PCR,1819,1830,28-Jul-18,2,1,435,0
PCR,1819,1831,4-Aug-18,2,2,401,0
